epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,36486.9,1.23407,1.47628,1.52677,0.64389,0.67693,0.66558,0.43677,1.33027,0.97054,1.71125,2.42932e-05,2.42932e-05,2.42932e-05
78,36960.4,1.23372,1.46844,1.52302,0.64367,0.67693,0.66522,0.43631,1.32978,0.96974,1.71078,2.33518e-05,2.33518e-05,2.33518e-05
79,37433.4,1.23779,1.47147,1.52742,0.64321,0.67681,0.6651,0.43638,1.32944,0.96932,1.7105,2.2422e-05,2.2422e-05,2.2422e-05
80,37906.8,1.23077,1.46816,1.5226,0.64502,0.67754,0.66573,0.43646,1.32907,0.96914,1.71027,2.15045e-05,2.15045e-05,2.15045e-05
81,38379.9,1.23011,1.46611,1.52188,0.64549,0.67722,0.66556,0.43653,1.32895,0.96867,1.71011,2.06e-05,2.06e-05,2.06e-05
82,38852.5,1.22846,1.47133,1.52137,0.64583,0.67757,0.66575,0.43668,1.32867,0.96809,1.70976,1.97091e-05,1.97091e-05,1.97091e-05
83,39325.1,1.22648,1.46414,1.519,0.64815,0.68197,0.66748,0.43804,1.32849,0.96752,1.7097,1.88323e-05,1.88323e-05,1.88323e-05
84,39797.9,1.2344,1.46206,1.52323,0.64873,0.68321,0.66811,0.43838,1.32844,0.96712,1.70962,1.79703e-05,1.79703e-05,1.79703e-05
85,40271.7,1.22431,1.46243,1.5192,0.64811,0.68242,0.66772,0.43836,1.32827,0.96671,1.70933,1.71237e-05,1.71237e-05,1.71237e-05
86,40744,1.23429,1.46276,1.52076,0.648,0.68189,0.66755,0.43861,1.32801,0.96656,1.70909,1.6293e-05,1.6293e-05,1.6293e-05
87,41216.6,1.22986,1.46354,1.52301,0.64894,0.68321,0.66865,0.43942,1.32792,0.96612,1.70904,1.54789e-05,1.54789e-05,1.54789e-05
88,41689.9,1.22745,1.46056,1.51727,0.64655,0.68189,0.66742,0.43891,1.32787,0.96572,1.70903,1.46819e-05,1.46819e-05,1.46819e-05
89,42162.6,1.22834,1.46355,1.52246,0.64725,0.68355,0.6681,0.43928,1.32782,0.96551,1.70893,1.39024e-05,1.39024e-05,1.39024e-05
90,42634.8,1.22602,1.44986,1.51988,0.64483,0.6838,0.66793,0.43888,1.32763,0.96532,1.70877,1.31412e-05,1.31412e-05,1.31412e-05
91,43108.2,1.23029,1.44836,1.52165,0.64443,0.6837,0.6681,0.43936,1.32752,0.96508,1.70867,1.23986e-05,1.23986e-05,1.23986e-05
92,43580.6,1.22228,1.45062,1.51619,0.64375,0.68207,0.66804,0.43916,1.32733,0.96502,1.70856,1.16752e-05,1.16752e-05,1.16752e-05
93,44053.1,1.22433,1.45199,1.51637,0.64489,0.68303,0.66869,0.43935,1.32717,0.96477,1.70841,1.09715e-05,1.09715e-05,1.09715e-05
94,44525.6,1.23125,1.44439,1.52046,0.64456,0.68287,0.66892,0.43952,1.32715,0.96451,1.70834,1.02879e-05,1.02879e-05,1.02879e-05
95,44998.8,1.22228,1.43715,1.51303,0.64469,0.68347,0.66862,0.43975,1.32704,0.96424,1.70818,9.62502e-06,9.62502e-06,9.62502e-06
96,45472.7,1.22398,1.44088,1.51565,0.64363,0.68303,0.66816,0.43921,1.32703,0.96379,1.7081,8.98321e-06,8.98321e-06,8.98321e-06
97,46231.3,1.22669,1.43647,1.51688,0.64383,0.68306,0.66835,0.43942,1.32691,0.96361,1.70801,8.36293e-06,8.36293e-06,8.36293e-06
